ID,Name,CertRootType,CertRootValue,CertPublisher
ID_SIGNER_IOBITUNLOCKER_2,VeriSign Class 3 Code Signing 2010 CA,TBS,4843A82ED3B1F2BFBEE9671960E1940C942F688D,IObit Information Technology
ID_SIGNER_IOBITUNLOCKER_3,DigiCert EV Code Signing CA (SHA2),TBS,EEC58131DC11CD7F512501B15FDBC6074C603B68CA91F7162D5A042054EDB0CF,"IObit CO., LTD"
ID_SIGNER_IOBITUNLOCKER_4,Symantec Class 3 SHA256 Code Signing CA,TBS,A08E79C386083D875014C409C13D144E0A24386132980DF11FF59737C8489EB1,IObit Information Technology
ID_SIGNER_ATILLK,VeriSign Class 3 Code Signing 2004 CA,TBS,C7FC1727F5B75A6421A1F95C73BBDB23580C48E5,"ATI Technologies, Inc"
ID_SIGNER_HW_A,GlobalSign,TBS,DE1DA11668F0A8D5E13346ED3AB2755F5D25BEBFFCFD1D0BDE5B9F87BC292C91,"Marvin Test Solutions, Inc."
ID_SIGNER_HW_B,GlobalSign CodeSigning CA - G2,TBS,589A7D4DF869395601BA7538A65AFAE8C4616385,"Marvin Test Solutions, Inc."
ID_SIGNER_HW_C,GlobalSign,TBS,BD1765C56594221373893EF26D97F88C144FB0E5A0111215B45D7239C3444DF7,"Marvin Test Solutions, Inc."
ID_SIGNER_HW_D,GlobalSign Primary Object Publishing CA,TBS,879269F3F467A6D59641960A62FE9CB419355FF6,"Geotest - Marvin Test Systems, Inc."
ID_SIGNER_HWRWDRV_1,VeriSign Class 3 Code Signing 2010 CA,TBS,4843A82ED3B1F2BFBEE9671960E1940C942F688D,Shuttle Inc.
ID_SIGNER_HWRWDRV_2,Symantec Class 3 Extended Validation Code Signing CA - G2,TBS,B3C925B4048C3F7C444D248A2B101186B57CBA39596EB5DCE0E17A4EE4B32F19,SHUTTLE INC.
ID_SIGNER_MYDRIVERS_1,VeriSign Class 3 Code Signing 2010 CA,TBS,4843A82ED3B1F2BFBEE9671960E1940C942F688D,"Beijing Kingsoft Security software Co.,Ltd"
ID_SIGNER_MYDRIVERS_2,GlobalSign,TBS,BD1765C56594221373893EF26D97F88C144FB0E5A0111215B45D7239C3444DF7,北京金山安全软件有限公司
ID_SIGNER_MYDRIVERS_3,Symantec Class 3 SHA256 Code Signing CA,TBS,A08E79C386083D875014C409C13D144E0A24386132980DF11FF59737C8489EB1,"Beijing Kingsoft Security software Co.,Ltd"
ID_SIGNER_PAN,GlobalSign CodeSigning CA - G2,TBS,589A7D4DF869395601BA7538A65AFAE8C4616385,PAN YAZILIM BILISIM TEKNOLOJILERI TICARET LTD. STI.
ID_SIGNER_ASWARPOT_1,DigiCert High Assurance Code Signing CA-1,TBS,1D7E838ACCD498C2E5BA9373AF819EC097BB955C,Avast Software s.r.o.
ID_SIGNER_ASWARPOT_2,Microsoft Windows Third Party Component CA 2012,TBS,CEC1AFD0E310C55C1DCC601AB8E172917706AA32FB5EAF826813547FDF02DD46,Microsoft Windows Hardware Compatibility Publisher
ID_SIGNER_ASWARPOT_3,DigiCert EV Code Signing CA (SHA2),TBS,EEC58131DC11CD7F512501B15FDBC6074C603B68CA91F7162D5A042054EDB0CF,Avast plc
ID_SIGNER_ASWARPOT_4,DigiCert SHA2 Assured ID Code Signing CA,TBS,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,Avast Software s.r.o.
ID_SIGNER_ASWARPOT_5,DigiCert High Assurance Code Signing CA-1,TBS,1D7E838ACCD498C2E5BA9373AF819EC097BB955C,AVAST Software s.r.o.
ID_SIGNER_ASWARPOT_6,DigiCert SHA2 Assured ID Code Signing CA,TBS,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,AVAST Software s.r.o.
ID_SIGNER_ASWSNX_1,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,TBS,65B1D4076A89AE273F57E6EEEDECB3EAE129B4168F76FA7671914CDF461D542255C59D9B85B916AE0CA6FC0FCF7A8E64,
ID_SIGNER_ASWSNX_2,DigiCert Trusted Root G4,TBS,11533EFD6B326A4E065A936DE300FE0586A479F93D569D2403BD62C7AD35F1B2199DAEE3ADB510F429C4FC97B4B024E3,
ID_SIGNER_ASWSNX_3,DigiCert High Assurance Code Signing CA-1,TBS,1D7E838ACCD498C2E5BA9373AF819EC097BB955C,AVAST Software a.s.
ID_SIGNER_ASWSNX_4,DigiCert Assured ID Code Signing CA-1,TBS,47F4B9898631773231B32844EC0D49990AC4EB1E,"AVG Technologies USA, Inc."
ID_SIGNER_MS_ELAM,Microsoft Windows Third Party Component CA 2014,TBS,D8BE9E4D9074088EF818BC6F6FB64955E90378B2754155126FEEBBBD969CF0AE,
ID_SIGNER_MS_ELAM_1,Microsoft Code Signing PCA 2010,TBS,121AF4B922A74247EA49DF50DE37609CC1451A1FE06B2CB7E1E079B492BD8195,
ID_SIGNER_AVGELAM_1,DigiCert High Assurance Code Signing CA-1,TBS,1D7E838ACCD498C2E5BA9373AF819EC097BB955C,AVAST Software s.r.o.
ID_SIGNER_AVGELAM_2,DigiCert SHA2 Assured ID Code Signing CA,TBS,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,AVAST Software s.r.o.
ID_SIGNER_NGIODRIVER,DigiCert High Assurance Code Signing CA-1,TBS,1D7E838ACCD498C2E5BA9373AF819EC097BB955C,AVAST Software a.s.
ID_SIGNER_GMEREK,GlobalSign CodeSigning CA - G2,TBS,589A7D4DF869395601BA7538A65AFAE8C4616385,GMEREK Systemy Komputerowe Przemyslaw Gmerek
ID_SIGNER_GMER,GlobalSign CodeSigning CA - G2,TBS,589A7D4DF869395601BA7538A65AFAE8C4616385,GMEREK Systemy Komputerowe Przemyslaw Gmerek
ID_SIGNER_HWINFO_1,GlobalSign CodeSigning CA - G3,TBS,F478F0E790D5C8EC6056A3AB2567404A991D2837,"Zhengzhou Heng Kuai Information Technology Co., Ltd"
ID_SIGNER_HWINFO_2,Certum Extended Validation Code Signing 2021 CA,TBS,56F431D13FD6F7974905196A6367D252A955C5FE34DB1E48CFA3EB569707809D63DE4A0FF8FEF57BE69C23284D9144EA,Martin Malik - REALiX
ID_SIGNER_HWINFO_3,GlobalSign Primary Object Publishing CA,TBS,879269F3F467A6D59641960A62FE9CB419355FF6,REALiX
ID_SIGNER_HWINFO_4,DigiCert EV Code Signing CA (SHA2),TBS,EEC58131DC11CD7F512501B15FDBC6074C603B68CA91F7162D5A042054EDB0CF,Martin Malik - REALiX
ID_SIGNER_HWINFO_5,GlobalSign CodeSigning CA - SHA256 - G3,TBS,06936BAC8D2F85D9CE6F7348EA421A1A949219182845192667B0E671FE0E4285,"Zhengzhou Heng Kuai Information Technology Co., Ltd"
ID_SIGNER_HWINFO_6,GlobalSign CodeSigning CA - G2,TBS,589A7D4DF869395601BA7538A65AFAE8C4616385,Martin Malik - REALiX
ID_SIGNER_ASROCK_RWDRV,VeriSign Class 3 Code Signing 2004 CA,TBS,C7FC1727F5B75A6421A1F95C73BBDB23580C48E5,ASROCK Incorporation
ID_SIGNER_FAIRPLAY_1,Thawte Code Signing CA - G2,TBS,95795D2AA2A554A423BC8C6E5B0A016D14887D35,Hans Roes
ID_SIGNER_FAIRPLAY_2,thawte SHA256 Code Signing CA,TBS,C734685D985B8EA13DB4FC1A6DCD26AA0DDE78B4C3B651EA5D58E32E081B2A41,Hans Roes
ID_SIGNER_FAIRPLAY_3,Thawte Code Signing CA - G2,TBS,95795D2AA2A554A423BC8C6E5B0A016D14887D35,Hans Roes
ID_SIGNER_FAIRPLAY_4,thawte SHA256 Code Signing CA,TBS,C734685D985B8EA13DB4FC1A6DCD26AA0DDE78B4C3B651EA5D58E32E081B2A41,Hans Roes
ID_SIGNER_HAXM_1,Symantec Class 3 Extended Validation Code Signing CA - G2,TBS,B3C925B4048C3F7C444D248A2B101186B57CBA39596EB5DCE0E17A4EE4B32F19,XM Cyber LTD
ID_SIGNER_HAXM_2,COMODO Code Signing CA 2,TBS,EE6C8048E2AA17A6506ECC99D41B1BA6794C3252,XM LTD
ID_SIGNER_HAXM_3,Symantec Class 3 Extended Validation Code Signing CA - G2,TBS,B3C925B4048C3F7C444D248A2B101186B57CBA39596EB5DCE0E17A4EE4B32F19,XM LTD
ID_SIGNER_PROCEXP_1,VeriSign Class 3 Code Signing 2009-2 CA,TBS,4CDC38C800761463749C3CBD94A12F32E49877BF,Sysinternals
ID_SIGNER_PROCEXP_2,VeriSign Class 3 Code Signing 2004 CA,TBS,C7FC1727F5B75A6421A1F95C73BBDB23580C48E5,Sysinternals
ID_SIGNER_PROCEXP_3,Microsoft Windows Hardware Compatibility PCA,TBS,C5506BEE3C29254DC5B5A0E6E7A14046522708EF,Microsoft Windows Hardware Compatibility Publisher
ID_SIGNER_PROCEXP_4,VeriSign Class 3 Code Signing 2010 CA,TBS,4843A82ED3B1F2BFBEE9671960E1940C942F688D,Sysinternals
ID_SIGNER_PROCEXP_5,Microsoft Windows Hardware Compatibility PCA,TBS,6B3242A9A639B0DA4D5882C7EEB402BE6615AD0C,Microsoft Windows Hardware Compatibility Publisher
ID_SIGNER_OPENLIBSYS,GlobalSign Primary Object Publishing CA,TBS,041750993D7C9E063F02DFE74699598640911AAB,Noriyuki MIYAZAKI
ID_SIGNER_PCDOC,DigiCert EV Code Signing CA,TBS,2D54C16A8F8B69CCDEA48D0603C132F547A5CF75,"PC-Doctor, Inc."
ID_SIGNER_SYSDRV3S,GlobalSign 3S-Smart,TBS,BD1765C56594221373893EF26D97F88C144FB0E5A0111215B45D7239C3444DF7,3S-Smart Software Solutions GmbH
ID_SIGNER_PAVEL_Y_1,DigiCert SHA2 Assured ID Code Signing CA,TBS,E767799478F64A34B3F53FF3BB9057FE1768F4AB178041B0DCC0FF1E210CBA65,Pavel Yosifovich
ID_SIGNER_PAVEL_Y_2,DigiCert SHA2 High Assurance Code Signing CA,TBS,0BF095B845B69928B5D7DFD1C42AE4F90FEB8DC97F7830598C93E848877021FB,Pavel Yosifovich
ID_SIGNER_ALSYSIO_1,COMODO RSA Code Signing CA,TBS,4805A7E23D6C8FF5E149F197B744BCB2346E73F19A48835A2F64129183981109256B75EA371A331746D01FD4E135AB6E,ALCPU
ID_SIGNER_ALSYSIO_2,UTN-USERFirst-Object,TBS,C45627B5584BF62327DF60D6185744A2D2F2BCBF,ALCPU
ID_SIGNER_MICKS,Microsoft Windows Third Party Component CA 2014,TBS,D8BE9E4D9074088EF818BC6F6FB64955E90378B2754155126FEEBBBD969CF0AE,
ID_SIGNER_ETDSUPPORT,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,TBS,65B1D4076A89AE273F57E6EEEDECB3EAE129B4168F76FA7671914CDF461D542255C59D9B85B916AE0CA6FC0FCF7A8E64,HP Inc.
ID_SIGNER_NVOCLOCK,GeoTrust TrustCenter CodeSigning CA I,TBS,172F39BCA3DDA7C6D5169C96B34A5FE7E96FF0BD,"Micro-Star Int'l Co., Ltd."
ID_SIGNER_CPUZ_1,DigiCert EV Code Signing CA,TBS,2D54C16A8F8B69CCDEA48D0603C132F547A5CF75,CPUID S.A.R.L.U.
ID_SIGNER_CPUZ_2,Certum Extended Validation Code Signing 2021 CA,TBS,56F431D13FD6F7974905196A6367D252A955C5FE34DB1E48CFA3EB569707809D63DE4A0FF8FEF57BE69C23284D9144EA,CPUID
ID_SIGNER_MSIO32,DigiCert Trusted G4 Code Signing RSA4096 SHA384 2021 CA1,TBS,65B1D4076A89AE273F57E6EEEDECB3EAE129B4168F76FA7671914CDF461D542255C59D9B85B916AE0CA6FC0FCF7A8E64,"Creative Technology Innovation Co., Ltd."
ID_SIGNER_TRUESIGHT_1,Sectigo Public Code Signing Root R46,TBS,A229D2722BC6091D73B1D979B81088C977CB028A6F7CBF264BB81D5CC8F099F87D7C296E48BF09D7EBE275F5498661A4,
ID_SIGNER_TRUESIGHT_2,DigiCert SHA2 High Assurance Code Signing CA,TBS,0BF095B845B69928B5D7DFD1C42AE4F90FEB8DC97F7830598C93E848877021FB,Adlice
ID_SIGNER_TRUESIGHT_3,DigiCert High Assurance Code Signing CA-1,TBS,1D7E838ACCD498C2E5BA9373AF819EC097BB955C,Adlice
ID_SIGNER_TRUESIGHT_4,DigiCert SHA2 High Assurance Code Signing CA,TBS,0BF095B845B69928B5D7DFD1C42AE4F90FEB8DC97F7830598C93E848877021FB,Adlice
ID_SIGNER_HWDETECTNG,GlobalSign Primary Object Publishing CA,TBS,041750993D7C9E063F02DFE74699598640911AAB,iNFERRE
ID_SIGNER_RENTDRV,Microsoft Windows Third Party Component CA 2014,TBS,D8BE9E4D9074088EF818BC6F6FB64955E90378B2754155126FEEBBBD969CF0AE,
ID_SIGNER_MSRHOOK,Microsoft Windows Third Party Component CA 2012,TBS,CEC1AFD0E310C55C1DCC601AB8E172917706AA32FB5EAF826813547FDF02DD46,
ID_SIGNER_SFDRVX32,GlobalSign CodeSigning CA - G2,TBS,589A7D4DF869395601BA7538A65AFAE8C4616385,SOKNO S.R.L.
ID_SIGNER_COMPUTERZ_1,VeriSign Class 3 Code Signing 2009-2 CA,TBS,4CDC38C800761463749C3CBD94A12F32E49877BF,"Chengdu Qiying Technology Co.,Ltd."
ID_SIGNER_COMPUTERZ_2,VeriSign Class 3 Code Signing 2010 CA,TBS,4843A82ED3B1F2BFBEE9671960E1940C942F688D,"Chengdu Qiying Technology Co.,Ltd."
